PassengerId,HomePlanet,CryoSleep,Destination,Age,VIP,RoomService,FoodCourt,ShoppingMall,Spa,VRDeck,Name,Transported,exp_tol,No_spending,Group,Group_size,Solo,Cabin_deck,Cabin_number,Cabin_side,Cabin_region1,Cabin_region2,Cabin_region3,Cabin_region4,Cabin_region5,Cabin_region6,Cabin_region7,Surname,Family_Size
0010_01,Earth,False,TRAPPIST-1e,48.0,False,719.0,1.0,65.0,0.0,24.0,Reney Baketton,False,809.0,0,10,1,1,G,1.0,S,1,0,0,0,0,0,0,Baketton,6.0
0011_01,Earth,False,TRAPPIST-1e,28.0,False,8.0,974.0,12.0,2.0,7.0,Elle Bertsontry,True,1003.0,0,11,1,1,F,2.0,P,1,0,0,0,0,0,0,Bertsontry,9.0
0012_01,Earth,False,TRAPPIST-1e,31.0,False,32.0,0.0,876.0,0.0,0.0,Justie Pooles,False,908.0,0,12,1,1,,,,0,0,0,0,0,0,0,Pooles,12.0
0014_01,Mars,False,55 Cancri e,27.0,False,1286.0,122.0,,0.0,0.0,Flats Eccle,False,1408.0,0,14,1,1,F,3.0,P,1,0,0,0,0,0,0,Eccle,2.0
0015_01,Earth,False,55 Cancri e,24.0,False,0.0,1.0,0.0,0.0,637.0,Carry Hughriend,False,638.0,0,15,1,1,F,4.0,P,1,0,0,0,0,0,0,Hughriend,9.0
0016_01,Mars,True,TRAPPIST-1e,45.0,False,0.0,0.0,0.0,0.0,0.0,Alus Upead,True,0.0,1,16,1,1,F,5.0,P,1,0,0,0,0,0,0,Upead,7.0
0017_01,Earth,False,TRAPPIST-1e,0.0,False,0.0,0.0,0.0,0.0,0.0,Lyde Brighttt,True,0.0,1,17,2,0,G,0.0,P,1,0,0,0,0,0,0,Brighttt,8.0
0017_02,Earth,False,55 Cancri e,14.0,False,412.0,0.0,1.0,0.0,679.0,Philda Brighttt,False,1092.0,0,17,2,0,F,6.0,P,1,0,0,0,0,0,0,Brighttt,8.0
0020_01,Earth,True,TRAPPIST-1e,1.0,False,0.0,0.0,0.0,0.0,0.0,Almary Brantuarez,False,0.0,1,20,6,0,E,0.0,S,1,0,0,0,0,0,0,Brantuarez,8.0
0020_02,Earth,True,55 Cancri e,49.0,False,0.0,0.0,0.0,0.0,0.0,Glendy Brantuarez,False,0.0,1,20,6,0,E,0.0,S,1,0,0,0,0,0,0,Brantuarez,8.0
0020_03,Earth,True,55 Cancri e,29.0,False,0.0,0.0,,0.0,0.0,Mollen Mcfaddennon,False,0.0,1,20,6,0,E,0.0,S,1,0,0,0,0,0,0,Mcfaddennon,7.0
0020_04,Earth,False,TRAPPIST-1e,10.0,False,0.0,0.0,0.0,0.0,0.0,Breney Jacostanley,True,0.0,1,20,6,0,E,0.0,S,1,0,0,0,0,0,0,Jacostanley,6.0
0020_05,Earth,True,PSO J318.5-22,1.0,False,,0.0,0.0,0.0,0.0,Mael Brantuarez,False,0.0,1,20,6,0,E,0.0,S,1,0,0,0,0,0,0,Brantuarez,8.0
0020_06,Earth,False,TRAPPIST-1e,7.0,False,0.0,0.0,0.0,0.0,0.0,Terta Mcfaddennon,False,0.0,1,20,6,0,E,0.0,S,1,0,0,0,0,0,0,Mcfaddennon,7.0
0022_01,Mars,False,TRAPPIST-1e,21.0,False,980.0,2.0,69.0,0.0,0.0,,False,1051.0,0,22,1,1,D,0.0,P,1,0,0,0,0,0,0,,
0024_01,Europa,True,TRAPPIST-1e,62.0,False,0.0,0.0,,0.0,0.0,Penton Fullided,True,0.0,1,24,1,1,C,2.0,S,1,0,0,0,0,0,0,Fullided,1.0
0025_01,Earth,False,TRAPPIST-1e,15.0,False,0.0,225.0,0.0,998.0,0.0,Karard Brookenson,False,1223.0,0,25,1,1,F,6.0,S,1,0,0,0,0,0,0,Brookenson,6.0
0026_01,Europa,False,55 Cancri e,34.0,False,22.0,6073.0,0.0,1438.0,328.0,Anyoni Unconary,False,7861.0,0,26,1,1,C,0.0,P,1,0,0,0,0,0,0,Unconary,2.0
0028_01,Mars,False,TRAPPIST-1e,43.0,False,1125.0,0.0,136.0,48.0,0.0,Ceros Mare,False,1309.0,0,28,1,1,F,8.0,P,1,0,0,0,0,0,0,Mare,5.0
0030_01,Earth,False,TRAPPIST-1e,32.0,False,0.0,850.0,81.0,437.0,453.0,Ginia Morsentley,False,1821.0,0,30,1,1,G,4.0,S,1,0,0,0,0,0,0,Morsentley,4.0
0031_01,Mars,False,TRAPPIST-1e,47.0,False,214.0,0.0,1411.0,0.0,1229.0,Coobix Datie,True,2854.0,0,31,3,0,F,9.0,P,1,0,0,0,0,0,0,Datie,5.0
0031_02,Mars,False,TRAPPIST-1e,2.0,False,0.0,0.0,0.0,0.0,0.0,Cinets Datie,True,0.0,1,31,3,0,F,9.0,P,1,0,0,0,0,0,0,Datie,5.0
0031_03,Mars,False,TRAPPIST-1e,20.0,False,,0.0,1750.0,990.0,0.0,Dontch Datie,True,2740.0,0,31,3,0,F,9.0,P,1,0,0,0,0,0,0,Datie,5.0
0034_01,Europa,True,55 Cancri e,28.0,False,0.0,0.0,0.0,0.0,0.0,Ziba Oingwhedly,True,0.0,1,34,1,1,D,1.0,S,1,0,0,0,0,0,0,Oingwhedly,1.0
0035_01,Mars,False,55 Cancri e,23.0,False,784.0,964.0,0.0,951.0,0.0,Luse Butte,False,2699.0,0,35,1,1,D,1.0,P,1,0,0,0,0,0,0,Butte,6.0
0036_01,Earth,False,55 Cancri e,15.0,,0.0,492.0,48.0,20.0,401.0,Marina Leodger,False,961.0,0,36,1,1,F,8.0,S,1,0,0,0,0,0,0,Leodger,6.0
0038_01,Earth,False,55 Cancri e,20.0,False,554.0,195.0,0.0,2606.0,0.0,Loise Wheelez,False,3355.0,0,38,1,1,F,10.0,S,1,0,0,0,0,0,0,Wheelez,7.0
0039_01,Earth,True,55 Cancri e,30.0,False,0.0,0.0,,0.0,0.0,Jorgie Batthewitt,False,0.0,1,39,1,1,G,1.0,P,1,0,0,0,0,0,0,Batthewitt,2.0
0041_01,Earth,True,TRAPPIST-1e,17.0,False,0.0,0.0,0.0,0.0,0.0,Margia Moodsey,True,0.0,1,41,1,1,G,2.0,P,1,0,0,0,0,0,0,Moodsey,11.0
0043_01,Europa,False,TRAPPIST-1e,45.0,False,0.0,164.0,45.0,2511.0,855.0,Ankalik Cylistrand,False,3575.0,0,43,1,1,B,3.0,P,1,0,0,0,0,0,0,Cylistrand,3.0
0044_01,Earth,True,TRAPPIST-1e,55.0,False,0.0,0.0,0.0,0.0,0.0,Jodye Coopelandez,False,0.0,1,44,3,0,G,3.0,P,1,0,0,0,0,0,0,Coopelandez,9.0
0044_02,Earth,True,55 Cancri e,4.0,False,0.0,0.0,0.0,0.0,0.0,Kayne Coopelandez,True,0.0,1,44,3,0,G,3.0,P,1,0,0,0,0,0,0,Coopelandez,9.0
0044_03,Earth,True,PSO J318.5-22,21.0,False,0.0,0.0,0.0,0.0,0.0,Cassa Coopelandez,True,0.0,1,44,3,0,G,3.0,P,1,0,0,0,0,0,0,Coopelandez,9.0
0045_01,Mars,False,TRAPPIST-1e,21.0,False,970.0,0.0,180.0,0.0,64.0,Zelowl Chmad,False,1214.0,0,45,2,0,F,10.0,P,1,0,0,0,0,0,0,Chmad,7.0
0045_02,Mars,True,,19.0,False,0.0,0.0,0.0,0.0,0.0,Mass Chmad,True,0.0,1,45,2,0,F,10.0,P,1,0,0,0,0,0,0,Chmad,7.0
0050_01,Earth,False,55 Cancri e,35.0,False,790.0,0.0,0.0,,0.0,Sony Lancis,False,790.0,0,50,1,1,E,1.0,S,1,0,0,0,0,0,0,Lancis,3.0
0051_01,Earth,False,TRAPPIST-1e,56.0,False,0.0,112.0,0.0,1379.0,127.0,Vivia Johnshines,False,1618.0,0,51,1,1,E,2.0,S,1,0,0,0,0,0,0,Johnshines,6.0
0052_01,Earth,False,TRAPPIST-1e,,False,4.0,0.0,2.0,4683.0,0.0,Elaney Hubbarton,False,4689.0,0,52,1,1,G,6.0,S,1,0,0,0,0,0,0,Hubbarton,8.0
0053_01,Earth,False,TRAPPIST-1e,25.0,False,0.0,0.0,1938.0,0.0,1.0,Elson Hickerson,True,1939.0,0,53,1,1,F,11.0,S,1,0,0,0,0,0,0,Hickerson,10.0
0056_01,Europa,False,TRAPPIST-1e,2.0,False,0.0,0.0,0.0,0.0,0.0,Okulas Tractive,True,0.0,1,56,3,0,A,1.0,S,1,0,0,0,0,0,0,Tractive,6.0
0056_02,Europa,True,TRAPPIST-1e,38.0,False,0.0,0.0,0.0,0.0,0.0,Instab Tractive,True,0.0,1,56,3,0,A,1.0,S,1,0,0,0,0,0,0,Tractive,6.0
0056_03,Europa,False,TRAPPIST-1e,27.0,False,279.0,605.0,3374.0,286.0,3.0,Zinoces Tractive,True,4547.0,0,56,3,0,A,1.0,S,1,0,0,0,0,0,0,Tractive,6.0
0058_01,Earth,True,PSO J318.5-22,36.0,False,0.0,0.0,0.0,0.0,0.0,Warry Ayalazquez,False,0.0,1,58,1,1,G,7.0,S,1,0,0,0,0,0,0,Ayalazquez,6.0
0061_01,Earth,False,TRAPPIST-1e,22.0,False,45.0,1096.0,148.0,1377.0,1.0,Shanya Salez,False,2667.0,0,61,1,1,F,12.0,S,1,0,0,0,0,0,0,Salez,5.0
0062_01,Earth,False,TRAPPIST-1e,62.0,False,0.0,592.0,0.0,17.0,25.0,Sterry Greeves,False,634.0,0,62,1,1,F,13.0,S,1,0,0,0,0,0,0,Greeves,8.0
0064_01,Mars,True,TRAPPIST-1e,15.0,False,0.0,0.0,0.0,0.0,0.0,,True,0.0,1,64,2,0,F,14.0,S,1,0,0,0,0,0,0,,
0064_02,,True,TRAPPIST-1e,33.0,False,0.0,0.0,,0.0,0.0,Colatz Keen,True,0.0,1,64,2,0,E,3.0,S,1,0,0,0,0,0,0,Keen,6.0
0066_01,Earth,False,TRAPPIST-1e,62.0,False,1.0,153.0,197.0,0.0,460.0,Diandy Pecketton,False,811.0,0,66,1,1,G,6.0,P,1,0,0,0,0,0,0,Pecketton,5.0
0067_01,Earth,True,PSO J318.5-22,0.0,False,0.0,0.0,0.0,0.0,0.0,Ninaha Leeves,True,0.0,1,67,3,0,G,10.0,S,1,0,0,0,0,0,0,Leeves,9.0
0067_02,Earth,False,TRAPPIST-1e,18.0,False,1.0,258.0,446.0,0.0,0.0,Celine Leeves,True,705.0,0,67,3,0,G,10.0,S,1,0,0,0,0,0,0,Leeves,9.0
0067_03,Earth,False,55 Cancri e,21.0,False,1946.0,37.0,0.0,0.0,24.0,Velyne Leeves,False,2007.0,0,67,3,0,F,15.0,S,1,0,0,0,0,0,0,Leeves,9.0
0068_01,Mars,False,TRAPPIST-1e,,False,793.0,0.0,2.0,253.0,0.0,Cinst Binie,False,1048.0,0,68,1,1,E,4.0,S,1,0,0,0,0,0,0,Binie,3.0
0069_01,Earth,False,TRAPPIST-1e,42.0,False,887.0,0.0,9.0,6.0,0.0,,True,902.0,0,69,1,1,F,16.0,S,1,0,0,0,0,0,0,,
0070_01,Earth,False,TRAPPIST-1e,19.0,False,190.0,0.0,5.0,1.0,726.0,Meremy Brighttt,False,922.0,0,70,1,1,F,13.0,P,1,0,0,0,0,0,0,Brighttt,8.0
0071_01,Earth,False,TRAPPIST-1e,17.0,False,16.0,2165.0,0.0,0.0,52.0,Nelly Dillines,False,2233.0,0,71,1,1,F,14.0,P,1,0,0,0,0,0,0,Dillines,3.0
0072_01,Earth,False,TRAPPIST-1e,14.0,False,0.0,1.0,0.0,0.0,1063.0,Thell Brantuarez,False,1064.0,0,72,1,1,F,17.0,S,1,0,0,0,0,0,0,Brantuarez,8.0
0073_01,Mars,False,PSO J318.5-22,37.0,False,46.0,83.0,738.0,0.0,12.0,Gorn Make,False,879.0,0,73,1,1,D,3.0,P,1,0,0,0,0,0,0,Make,11.0
0074_01,Europa,False,TRAPPIST-1e,42.0,False,1.0,8397.0,0.0,0.0,506.0,Aldibah Mostedry,True,8904.0,0,74,1,1,C,3.0,S,1,0,0,0,0,0,0,Mostedry,7.0
0076_01,Mars,False,TRAPPIST-1e,27.0,False,147.0,0.0,1018.0,0.0,0.0,Conk Dal,True,1165.0,0,76,1,1,F,18.0,S,1,0,0,0,0,0,0,Dal,11.0
0077_01,Mars,False,TRAPPIST-1e,28.0,False,14.0,0.0,1295.0,0.0,0.0,Pon Blité,True,1309.0,0,77,1,1,F,15.0,P,1,0,0,0,0,0,0,Blité,2.0
0078_01,Europa,False,TRAPPIST-1e,38.0,False,0.0,5840.0,0.0,321.0,9654.0,Spuri Pokerheed,False,15815.0,0,78,1,1,C,4.0,S,1,0,0,0,0,0,0,Pokerheed,4.0
0081_01,Earth,True,TRAPPIST-1e,13.0,False,0.0,0.0,0.0,0.0,0.0,Dellie Vinozarks,False,0.0,1,81,1,1,G,13.0,S,1,0,0,0,0,0,0,Vinozarks,9.0
0082_01,Mars,False,TRAPPIST-1e,42.0,False,7406.0,0.0,0.0,0.0,0.0,Totse Datte,False,7406.0,0,82,3,0,F,16.0,P,1,0,0,0,0,0,0,Datte,6.0
0082_02,Mars,True,TRAPPIST-1e,2.0,False,0.0,0.0,0.0,0.0,0.0,Eaturs Datte,True,0.0,1,82,3,0,F,16.0,P,1,0,0,0,0,0,0,Datte,6.0
0082_03,Mars,False,TRAPPIST-1e,8.0,False,0.0,0.0,0.0,0.0,0.0,,True,0.0,1,82,3,0,F,16.0,P,1,0,0,0,0,0,0,,
0084_01,Earth,False,TRAPPIST-1e,24.0,False,688.0,0.0,0.0,0.0,17.0,Coren Coopezmaney,True,705.0,0,84,1,1,G,14.0,S,1,0,0,0,0,0,0,Coopezmaney,6.0
0085_01,Europa,True,TRAPPIST-1e,40.0,False,0.0,0.0,0.0,0.0,0.0,Furudah Ellcefulve,True,0.0,1,85,1,1,C,5.0,S,1,0,0,0,0,0,0,Ellcefulve,2.0
0086_01,Earth,False,TRAPPIST-1e,43.0,False,211.0,0.0,0.0,638.0,513.0,Jodye Kinson,False,1362.0,0,86,1,1,F,17.0,P,1,0,0,0,0,0,0,Kinson,8.0
0088_01,Mars,True,PSO J318.5-22,45.0,False,0.0,0.0,0.0,0.0,0.0,Stmeal Sacre,True,0.0,1,88,1,1,E,5.0,S,1,0,0,0,0,0,0,Sacre,5.0
0090_01,Earth,True,TRAPPIST-1e,35.0,False,0.0,0.0,0.0,0.0,0.0,Heremy Santry,True,0.0,1,90,1,1,G,15.0,S,1,0,0,0,0,0,0,Santry,11.0
0091_01,Earth,True,TRAPPIST-1e,26.0,False,,0.0,0.0,0.0,0.0,Deanne Yorkland,True,0.0,1,91,2,0,G,16.0,S,1,0,0,0,0,0,0,Yorkland,13.0
0091_02,Earth,False,TRAPPIST-1e,27.0,False,1.0,697.0,31.0,188.0,0.0,Tinez Yorkland,False,917.0,0,91,2,0,F,20.0,S,1,0,0,0,0,0,0,Yorkland,13.0
0092_01,Earth,False,TRAPPIST-1e,19.0,False,0.0,0.0,670.0,1.0,34.0,Gracy Dunnisey,False,705.0,0,92,3,0,G,9.0,P,1,0,0,0,0,0,0,Dunnisey,5.0
0092_02,Earth,True,TRAPPIST-1e,0.0,False,0.0,0.0,,0.0,0.0,Stald Hewson,True,0.0,1,92,3,0,G,9.0,P,1,0,0,0,0,0,0,Hewson,10.0
0092_03,Earth,True,TRAPPIST-1e,3.0,False,0.0,0.0,0.0,0.0,0.0,Tiney Hewson,True,0.0,1,92,3,0,G,9.0,P,1,0,0,0,0,0,0,Hewson,10.0
0097_01,Europa,False,TRAPPIST-1e,54.0,False,0.0,1208.0,0.0,3.0,637.0,Alchium Fictful,False,1848.0,0,97,1,1,A,2.0,S,1,0,0,0,0,0,0,Fictful,5.0
0098_01,Earth,False,TRAPPIST-1e,26.0,False,0.0,856.0,5.0,32.0,0.0,Doria Carezquez,False,893.0,0,98,2,0,G,11.0,P,1,0,0,0,0,0,0,Carezquez,6.0
0098_02,Earth,False,TRAPPIST-1e,26.0,False,0.0,2811.0,957.0,0.0,87.0,Leence Carezquez,True,3855.0,0,98,2,0,G,11.0,P,1,0,0,0,0,0,0,Carezquez,6.0
0099_01,Earth,False,PSO J318.5-22,23.0,False,311.0,427.0,526.0,37.0,0.0,Aliey Leetersoney,False,1301.0,0,99,2,0,F,19.0,P,1,0,0,0,0,0,0,Leetersoney,3.0
0099_02,Earth,,TRAPPIST-1e,2.0,False,0.0,0.0,0.0,0.0,0.0,Thewis Connelson,True,0.0,1,99,2,0,G,12.0,P,1,0,0,0,0,0,0,Connelson,4.0
0101_01,Mars,True,TRAPPIST-1e,31.0,False,0.0,0.0,0.0,0.0,0.0,Book Trad,True,0.0,1,101,1,1,,,,0,0,0,0,0,0,0,Trad,6.0
0102_01,Earth,False,TRAPPIST-1e,18.0,False,0.0,0.0,0.0,830.0,91.0,Ritany Holson,False,921.0,0,102,1,1,F,23.0,S,1,0,0,0,0,0,0,Holson,5.0
0103_01,Earth,False,TRAPPIST-1e,24.0,False,0.0,,0.0,0.0,17.0,Arlen Mclainez,True,17.0,0,103,3,0,F,24.0,S,1,0,0,0,0,0,0,Mclainez,6.0
0103_02,Earth,True,55 Cancri e,9.0,False,0.0,0.0,0.0,0.0,0.0,Shaele Mclainez,True,0.0,1,103,3,0,G,18.0,S,1,0,0,0,0,0,0,Mclainez,6.0
0103_03,Earth,True,TRAPPIST-1e,6.0,False,0.0,0.0,0.0,0.0,0.0,Fanne Mclainez,False,0.0,1,103,3,0,G,18.0,S,1,0,0,0,0,0,0,Mclainez,6.0
0105_01,Earth,,TRAPPIST-1e,27.0,False,0.0,0.0,570.0,2.0,131.0,Carry Cleachrand,False,703.0,0,105,1,1,F,21.0,P,1,0,0,0,0,0,0,Cleachrand,9.0
0107_01,Mars,False,TRAPPIST-1e,21.0,False,1743.0,5.0,17.0,0.0,0.0,Coobix Hart,False,1765.0,0,107,1,1,D,2.0,S,1,0,0,0,0,0,0,Hart,4.0
0108_01,Earth,True,TRAPPIST-1e,23.0,False,0.0,0.0,0.0,0.0,0.0,Natald Handertiz,False,0.0,1,108,3,0,G,19.0,S,1,0,0,0,0,0,0,Handertiz,10.0
0108_02,Earth,False,TRAPPIST-1e,31.0,False,562.0,0.0,326.0,0.0,0.0,,False,888.0,0,108,3,0,G,19.0,S,1,0,0,0,0,0,0,,
0108_03,Earth,False,TRAPPIST-1e,0.0,,0.0,0.0,0.0,0.0,0.0,Oline Handertiz,True,0.0,1,108,3,0,G,19.0,S,1,0,0,0,0,0,0,Handertiz,10.0
0110_01,Europa,False,TRAPPIST-1e,32.0,False,0.0,410.0,6.0,3929.0,764.0,Graviph Aloubtled,False,5109.0,0,110,4,0,,,,0,0,0,0,0,0,0,Aloubtled,7.0
0110_02,Europa,,TRAPPIST-1e,40.0,False,0.0,331.0,0.0,0.0,1687.0,Aldeba Bootious,False,2018.0,0,110,4,0,B,5.0,P,1,0,0,0,0,0,0,Bootious,2.0
0110_03,Europa,False,TRAPPIST-1e,42.0,False,2209.0,11418.0,0.0,1868.0,445.0,Alaratz Aloubtled,True,15940.0,0,110,4,0,B,5.0,P,1,0,0,0,0,0,0,Aloubtled,7.0
0110_04,Europa,True,TRAPPIST-1e,28.0,False,0.0,0.0,0.0,0.0,0.0,Izark Aloubtled,True,0.0,1,110,4,0,B,5.0,P,1,0,0,0,0,0,0,Aloubtled,7.0
0111_01,Europa,True,TRAPPIST-1e,29.0,False,0.0,0.0,0.0,0.0,0.0,Aldera Supred,True,0.0,1,111,1,1,E,6.0,S,1,0,0,0,0,0,0,Supred,6.0
0112_01,Europa,False,55 Cancri e,48.0,True,0.0,2537.0,87.0,17.0,13.0,Moth Cowtale,True,2654.0,0,112,1,1,B,1.0,S,1,0,0,0,0,0,0,Cowtale,2.0
0113_01,Earth,False,TRAPPIST-1e,64.0,False,0.0,0.0,804.0,0.0,0.0,Idary Carvis,True,804.0,0,113,1,1,F,23.0,P,1,0,0,0,0,0,0,Carvis,8.0
0114_01,Earth,False,TRAPPIST-1e,27.0,False,82.0,157.0,429.0,238.0,1.0,Maura Beckerson,False,907.0,0,114,1,1,G,20.0,S,1,0,0,0,0,0,0,Beckerson,7.0
0115_01,Mars,,TRAPPIST-1e,26.0,False,0.0,0.0,0.0,0.0,,Rohs Pead,True,0.0,1,115,1,1,F,24.0,P,1,0,0,0,0,0,0,Pead,5.0
0116_01,Europa,False,TRAPPIST-1e,33.0,False,1.0,2223.0,0.0,12.0,404.0,Alhenah Suptive,True,2640.0,0,116,1,1,D,4.0,P,1,0,0,0,0,0,0,Suptive,2.0
0119_01,,False,TRAPPIST-1e,39.0,False,0.0,2344.0,0.0,65.0,6898.0,Batan Coning,False,9307.0,0,119,2,0,A,0.0,P,1,0,0,0,0,0,0,Coning,5.0
0119_02,Europa,True,TRAPPIST-1e,13.0,False,0.0,0.0,0.0,0.0,0.0,Kleeiak Coning,True,0.0,1,119,2,0,A,0.0,P,1,0,0,0,0,0,0,Coning,5.0
0120_01,Mars,True,TRAPPIST-1e,24.0,False,0.0,0.0,0.0,0.0,,Bees Sacre,True,0.0,1,120,1,1,F,25.0,P,1,0,0,0,0,0,0,Sacre,5.0
0122_01,Earth,False,TRAPPIST-1e,29.0,False,0.0,0.0,0.0,699.0,74.0,Shelle Hayder,False,773.0,0,122,1,1,G,21.0,S,1,0,0,0,0,0,0,Hayder,10.0
0123_01,Earth,False,TRAPPIST-1e,18.0,False,55.0,597.0,49.0,0.0,1.0,Iree Fielson,False,702.0,0,123,1,1,F,27.0,P,1,0,0,0,0,0,0,Fielson,9.0
0126_01,Mars,True,TRAPPIST-1e,67.0,False,0.0,0.0,0.0,0.0,0.0,Milly Mish,True,0.0,1,126,1,1,F,27.0,S,1,0,0,0,0,0,0,Mish,3.0
0127_01,Mars,False,TRAPPIST-1e,35.0,False,701.0,0.0,296.0,0.0,25.0,Miloss Mesty,False,1022.0,0,127,1,1,E,7.0,S,1,0,0,0,0,0,0,Mesty,3.0
0128_01,Mars,False,TRAPPIST-1e,61.0,True,2353.0,334.0,9.0,316.0,2.0,Grohs Fles,False,3014.0,0,128,2,0,D,3.0,S,1,0,0,0,0,0,0,Fles,3.0
0128_02,Mars,False,TRAPPIST-1e,45.0,False,2103.0,6.0,0.0,0.0,0.0,Barave Fles,False,2109.0,0,128,2,0,E,8.0,S,1,0,0,0,0,0,0,Fles,3.0
0129_01,Earth,True,PSO J318.5-22,22.0,False,0.0,0.0,,0.0,0.0,Race Fowles,True,0.0,1,129,1,1,G,22.0,S,1,0,0,0,0,0,0,Fowles,7.0
0133_01,Mars,True,TRAPPIST-1e,19.0,False,0.0,0.0,0.0,0.0,0.0,Flynx Blie,True,0.0,1,133,2,0,F,29.0,S,1,0,0,0,0,0,0,Blie,7.0
0133_02,Mars,False,TRAPPIST-1e,36.0,False,2738.0,0.0,0.0,0.0,0.0,Egrasp Blie,False,2738.0,0,133,2,0,D,5.0,S,1,0,0,0,0,0,0,Blie,7.0
0134_01,Earth,False,TRAPPIST-1e,19.0,False,0.0,14.0,730.0,0.0,0.0,Camina Harmontry,True,744.0,0,134,1,1,G,17.0,P,1,0,0,0,0,0,0,Harmontry,6.0
0136_01,Earth,False,PSO J318.5-22,47.0,False,97.0,418.0,126.0,25.0,55.0,,False,721.0,0,136,1,1,G,23.0,S,1,0,0,0,0,0,0,,
0138_01,Earth,True,TRAPPIST-1e,13.0,False,0.0,0.0,0.0,0.0,0.0,Fayene Gambs,True,0.0,1,138,2,0,G,18.0,P,1,0,0,0,0,0,0,Gambs,6.0
0138_02,Earth,False,,34.0,False,0.0,22.0,0.0,564.0,207.0,Monah Gambs,False,793.0,0,138,2,0,E,5.0,P,1,0,0,0,0,0,0,Gambs,6.0
0139_01,Europa,True,55 Cancri e,35.0,False,0.0,0.0,0.0,0.0,0.0,Charda Myling,True,0.0,1,139,1,1,C,6.0,S,1,0,0,0,0,0,0,Myling,9.0
0140_01,Earth,True,TRAPPIST-1e,24.0,False,0.0,0.0,0.0,0.0,0.0,Evaley Mejiaddox,True,0.0,1,140,2,0,G,19.0,P,1,0,0,0,0,0,0,Mejiaddox,9.0
0140_02,Earth,False,TRAPPIST-1e,26.0,False,440.0,0.0,0.0,0.0,462.0,Verney Whitakers,False,902.0,0,140,2,0,F,29.0,P,1,0,0,0,0,0,0,Whitakers,5.0
0141_01,Mars,False,TRAPPIST-1e,31.0,False,,0.0,97.0,0.0,0.0,Pyrohs Harte,False,97.0,0,141,1,1,F,30.0,P,1,0,0,0,0,0,0,Harte,3.0
0144_01,Earth,False,TRAPPIST-1e,20.0,False,0.0,420.0,210.0,0.0,0.0,Guadae Dayers,True,630.0,0,144,1,1,F,31.0,S,1,0,0,0,0,0,0,Dayers,6.0
